StudentId,P-104,ECTS_P-104,PolozioDatum_P-104,P-12,ECTS_P-12,PolozioDatum_P-12,P-140,ECTS_P-140,PolozioDatum_P-140,P-141,ECTS_P-141,PolozioDatum_P-141,P-142,ECTS_P-142,PolozioDatum_P-142,P-143,ECTS_P-143,PolozioDatum_P-143,P-149,ECTS_P-149,PolozioDatum_P-149,P-175,ECTS_P-175,PolozioDatum_P-175,P-176,ECTS_P-176,PolozioDatum_P-176,P-178,ECTS_P-178,PolozioDatum_P-178,P-218,ECTS_P-218,PolozioDatum_P-218,P-219,ECTS_P-219,PolozioDatum_P-219,P-220,ECTS_P-220,PolozioDatum_P-220,P-221,ECTS_P-221,PolozioDatum_P-221,P-222,ECTS_P-222,PolozioDatum_P-222,P-223,ECTS_P-223,PolozioDatum_P-223,P-224,ECTS_P-224,PolozioDatum_P-224,P-246,ECTS_P-246,PolozioDatum_P-246,P-58,ECTS_P-58,PolozioDatum_P-58,P-8,ECTS_P-8,PolozioDatum_P-8,Godina,DatumUpisa,SrednjaSkola,GodinaZavrsetka,NacinStudiranja,Diplomirao,Spol,ProsjecnaOcjena_P-104,ProsjecnaOcjena_P-12,ProsjecnaOcjena_P-140,ProsjecnaOcjena_P-141,ProsjecnaOcjena_P-142,ProsjecnaOcjena_P-143,ProsjecnaOcjena_P-149,ProsjecnaOcjena_P-175,ProsjecnaOcjena_P-176,ProsjecnaOcjena_P-178,ProsjecnaOcjena_P-218,ProsjecnaOcjena_P-219,ProsjecnaOcjena_P-220,ProsjecnaOcjena_P-221,ProsjecnaOcjena_P-222,ProsjecnaOcjena_P-223,ProsjecnaOcjena_P-224,ProsjecnaOcjena_P-246,ProsjecnaOcjena_P-58,ProsjecnaOcjena_P-8
17593,8,7,10/1/2018,8,4,10/1/2018,8,7,10/1/2018,8,7,10/1/2018,7,7,10/1/2018,6,2,10/1/2018,6,7,10/1/2018,10,7,10/1/2018,7,7,10/1/2018,6,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,8,7,10/1/2018,9,3,10/1/2018,1,11/19/2018,Elektrotehnièka,2011/12,DL,0,M,1.142857143,2,1.142857143,1.142857143,1,3,0.857142857,1.428571429,1,1,,,,,,,,,1.142857143,3
17594,10,7,10/1/2018,10,4,10/1/2018,10,7,10/1/2018,10,7,10/1/2018,10,7,10/1/2018,7,2,10/1/2018,7,7,10/1/2018,10,7,10/1/2018,10,7,10/1/2018,10,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,10,7,10/1/2018,10,3,10/1/2018,1,11/20/2018,Elektrotehnièka,2008/2009,DL,0,M,1.428571429,2.5,1.428571429,1.428571429,1.428571429,3.5,1,1.428571429,1.428571429,1.666666667,,,,,,,,,1.428571429,3.333333333
17595,7,7,12/11/2017,7,4,12/11/2017,7,7,12/11/2017,7,7,12/11/2017,7,7,12/11/2017,7,2,12/11/2017,5,7,,7,7,12/11/2017,7,7,12/11/2017,7,6,12/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,7,7,12/11/2017,7,3,12/11/2017,1,11/20/2018,Elektrotehnièka,2006/2007,DL,0,M,1,1.75,1,1,1,3.5,0.714285714,1,1,1.166666667,,,,,,,,,1,2.333333333
17596,10,7,10/1/2018,10,4,10/1/2018,10,7,10/1/2018,10,7,10/1/2018,9,7,10/1/2018,8,2,10/1/2018,8,7,10/1/2018,8,7,10/1/2018,8,7,10/1/2018,10,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10/1/2018,10,3,10/1/2018,1,11/20/2018,Nema informacija,Nema informacija,DL,1,M,1.428571429,2.5,1.428571429,1.428571429,1.285714286,4,1.142857143,1.142857143,1.142857143,1.666666667,,,,,,,,,1,3.333333333
17597,6,7,10/1/2018,7,4,10/1/2018,6,7,10/1/2018,6,7,10/1/2018,6,7,10/1/2018,7,2,10/1/2018,5,7,,7,7,10/1/2018,6,7,10/1/2018,6,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10/1/2018,6,3,10/1/2018,1,11/23/2018,Gimnazija,2003/2004,DL,0,M,0.857142857,1.75,0.857142857,0.857142857,0.857142857,3.5,0.714285714,1,0.857142857,1,,,,,,,,,1,2
17598,6,7,10/1/2018,8,4,10/1/2018,8,7,10/1/2018,6,7,10/1/2018,9,7,10/1/2018,6,2,10/1/2018,8,7,10/1/2018,7,7,10/1/2018,8,7,10/1/2018,9,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,8,7,10/1/2018,8,3,10/1/2018,1,11/23/2018,Ekonomska,2007/08,DL,1,M,0.857142857,2,1.142857143,0.857142857,1.285714286,3,1.142857143,1,1.142857143,1.5,,,,,,,,,1.142857143,2.666666667
17599,6,7,10/1/2018,8,4,10/1/2018,6,7,10/1/2018,6,7,10/1/2018,10,7,10/1/2018,6,2,10/1/2018,8,7,10/1/2018,7,7,10/1/2018,7,7,10/1/2018,7,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10/1/2018,8,3,10/1/2018,1,11/23/2018,Mješovita srednja škola,1994/95,DL,0,M,0.857142857,2,0.857142857,0.857142857,1.428571429,3,1.142857143,1,1,1.166666667,,,,,,,,,1.285714286,2.666666667
17600,6,7,10/1/2018,7,4,10/1/2018,8,7,10/1/2018,6,7,10/1/2018,7,7,10/1/2018,7,2,10/1/2018,5,7,,5,7,,5,7,,6,6,10/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10/1/2018,8,3,10/1/2018,1,11/23/2018,Gimnazija,2008/2009,DL,0,M,0.857142857,1.75,1.142857143,0.857142857,1,3.5,0.714285714,0.714285714,0.714285714,1,,,,,,,,,1,2.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
